episode,iteration,epReward,memory,time
0.00000,0.00000,-0.85188,2368.00000,-7.61490
1.00000,0.00000,-1.62291,2560.00000,-7.80149
2.00000,0.00000,-0.89743,2304.00000,-7.67314
3.00000,0.00000,-1.00734,2704.00000,-7.80792
4.00000,0.00000,-1.05251,2304.00000,-7.81735
5.00000,0.00000,-0.89383,2864.00000,-7.80968
6.00000,0.00000,-1.33675,2304.00000,-7.81853
7.00000,0.00000,-0.71043,3232.00000,-7.81616
8.00000,0.00000,-0.75316,2944.00000,-7.78990
9.00000,0.00000,-1.17293,3872.00000,-7.79336
10.00000,0.00000,-1.21959,2944.00000,-7.79800
11.00000,0.00000,-0.99787,4096.00000,-7.69333
12.00000,0.00000,-0.94160,2944.00000,-7.78587
13.00000,0.00000,-1.25849,2944.00000,-7.79568
14.00000,0.00000,-1.03345,4352.00000,-7.78587
15.00000,0.00000,-1.05991,3112.00000,-7.05916
16.00000,0.00000,-0.95064,3784.00000,-6.92417
17.00000,0.00000,-1.03694,5480.00000,-6.85353
18.00000,0.00000,-1.63627,3808.00000,-6.89456
19.00000,0.00000,-0.96044,3904.00000,-7.71715
20.00000,0.00000,-1.47674,3904.00000,-7.73335
21.00000,0.00000,-1.09098,5920.00000,-7.72414
22.00000,0.00000,-0.79685,3904.00000,-7.65940
23.00000,0.00000,-1.09174,3904.00000,-7.60719
24.00000,0.00000,-0.90571,3904.00000,-7.35231
25.00000,0.00000,-0.96010,6272.00000,-7.69963
26.00000,0.00000,-0.91212,3904.00000,-7.73771
27.00000,0.00000,-0.93514,3904.00000,-7.73607
28.00000,0.00000,-0.92432,3904.00000,-7.63050
29.00000,0.00000,-0.73874,6672.00000,-7.74926
30.00000,0.00000,-2.31120,3904.00000,-7.68968
31.00000,0.00000,-0.83008,3904.00000,-7.71394
32.00000,0.00000,-0.99863,3904.00000,-7.72144
33.00000,0.00000,-1.11157,3904.00000,-7.64484
34.00000,0.00000,-0.84408,7120.00000,-7.73444
35.00000,0.00000,-1.22242,3904.00000,-7.75092
36.00000,0.00000,-0.85817,3904.00000,-7.74595
37.00000,0.00000,-0.83063,3904.00000,-7.75703
38.00000,0.00000,-1.46245,3904.00000,-7.75871
39.00000,0.00000,-0.67699,3904.00000,-7.75314
40.00000,0.00000,-1.18293,7632.00000,-7.74375
41.00000,0.00000,-0.63111,3904.00000,-7.75983
42.00000,0.00000,-1.00297,3904.00000,-7.64784
43.00000,0.00000,-1.15709,3904.00000,-7.75092
44.00000,0.00000,-0.98122,3904.00000,-7.75203
45.00000,0.00000,-0.93472,3904.00000,-7.76039
46.00000,0.00000,-1.18268,8208.00000,-7.74540
47.00000,0.00000,-1.16832,3904.00000,-7.75703
48.00000,0.00000,-1.68197,3904.00000,-7.75815
49.00000,0.00000,-0.98756,3904.00000,-7.75815
50.00000,0.00000,-1.00448,3904.00000,-7.75703
51.00000,0.00000,-0.90499,3904.00000,-7.65889
